2022-10-03T04:26:07.557725;0:27;0:33
2022-10-03T04:26:35.415520;0:26;0:59
2022-10-03T04:27:01.530592;0:29;1:29
2022-10-03T04:27:31.072964;0:33;2:2
2022-10-03T04:28:04.324184;0:31;2:34
2022-10-03T04:28:36.074360;0:32;3:7
2022-10-03T04:29:08.807629;0:33;3:40
2022-10-03T04:29:42.020642;0:33;4:14
2022-10-03T04:30:15.775093;0:33;4:47
2022-10-03T04:30:49.100531;0:34;5:21
2022-10-03T04:31:23.678990;0:35;5:57
2022-10-03T04:31:59.418078;0:36;6:34
2022-10-03T04:32:36.397283;0:37;7:12
2022-10-03T04:33:14.075268;0:37;7:49
2022-10-03T04:33:51.430444;0:36;8:26
2022-10-03T04:34:27.968074;0:36;9:2
2022-10-03T04:35:04.742169;0:36;9:39
2022-10-03T04:35:41.369174;0:38;10:18
2022-10-03T04:36:20.029941;0:38;10:56
2022-10-03T04:36:58.127834;0:38;11:34
2022-10-03T04:37:36.544717;0:36;12:11
2022-10-03T04:38:13.321446;0:35;12:46
2022-10-03T04:38:48.584034;0:35;13:22
2022-10-03T04:39:24.508565;0:36;13:59
2022-10-03T04:40:01.253378;0:33;14:33
2022-10-03T04:40:35.109323;0:35;15:8
2022-10-03T04:41:10.536589;0:35;15:44
2022-10-03T04:41:45.896768;0:34;16:18
2022-10-03T04:42:20.523628;0:33;16:52
2022-10-03T04:42:54.372470;0:36;17:29
2022-10-03T04:43:31.052473;0:34;18:4
2022-10-03T04:44:05.904019;0:35;18:39
2022-10-03T04:44:41.689490;0:34;19:14
2022-10-03T04:45:15.942822;0:36;19:50
2022-10-03T04:45:52.408067;0:35;20:26
2022-10-03T04:46:28.354107;0:35;21:2
2022-10-03T04:47:04.096158;0:35;21:38
2022-10-03T04:47:40.093268;0:36;22:14
2022-10-03T04:48:16.239286;0:37;22:51
2022-10-03T04:48:53.668701;0:36;23:28
2022-10-03T04:49:30.207419;0:35;24:4
2022-10-03T04:50:06.026778;0:36;24:40
2022-10-03T04:50:42.608859;0:37;25:18
2022-10-03T04:51:20.335179;0:36;25:55
2022-10-03T04:51:56.921598;0:35;26:30
2022-10-03T04:52:32.704537;0:38;27:9
2022-10-03T04:53:10.914121;0:37;27:46
2022-10-03T04:53:48.289542;0:36;28:22
2022-10-03T04:54:24.355462;0:40;29:2
2022-10-03T04:55:04.426809;0:36;29:39
2022-10-03T04:55:41.355466;0:42;30:22
2022-10-03T04:56:23.964406;0:40;31:2
2022-10-03T04:57:04.304621;0:37;31:40
2022-10-03T04:57:42.232291;0:45;32:25
2022-10-03T04:58:27.639319;0:42;33:8
2022-10-03T04:59:09.966209;0:38;33:46
2022-10-03T04:59:48.627478;0:36;34:23
2022-10-03T05:00:25.339955;0:35;34:59
2022-10-03T05:01:01.223112;0:35;35:35
2022-10-03T05:01:36.862843;0:35;36:10
2022-10-03T05:02:12.390523;0:34;36:45
2022-10-03T05:02:47.192041;0:34;37:19
2022-10-03T05:03:21.730040;0:34;37:54
2022-10-03T05:03:56.496508;0:35;38:30
2022-10-03T05:04:32.492260;0:34;39:5
2022-10-03T05:05:07.251236;0:36;39:42
2022-10-03T05:05:44.000886;0:36;40:18
2022-10-03T05:06:20.685259;0:37;40:56
2022-10-03T05:06:58.098278;0:38;41:34
2022-10-03T05:07:36.625244;0:39;42:14
2022-10-03T05:08:16.025787;0:37;42:51
2022-10-03T05:08:53.707874;0:38;43:30
2022-10-03T05:09:32.613854;0:39;44:9
2022-10-03T05:10:11.674813;0:39;44:49
2022-10-03T05:10:51.123758;0:38;45:27
2022-10-03T05:11:29.701877;0:43;46:11
2022-10-03T05:12:13.419993;0:42;46:53
2022-10-03T05:12:55.454968;0:40;47:33
2022-10-03T05:13:35.724283;0:40;48:14
2022-10-03T05:14:16.114777;0:40;48:54
2022-10-03T05:14:56.218404;0:39;49:33
2022-10-03T05:15:35.636471;0:42;50:16
2022-10-03T05:16:18.487564;0:40;50:56
2022-10-03T05:16:58.698451;0:42;51:39
2022-10-03T05:17:40.852612;0:39;52:18
2022-10-03T05:18:20.658362;0:40;52:59
2022-10-03T05:19:01.081622;0:40;53:39
2022-10-03T05:19:41.091923;0:38;54:17
2022-10-03T05:20:19.270740;0:36;54:54
2022-10-03T05:20:56.087014;0:37;55:31
2022-10-03T05:21:33.404680;0:37;56:9
2022-10-03T05:22:10.772230;0:37;56:46
2022-10-03T05:22:48.310283;0:36;57:23
2022-10-03T05:23:24.827278;0:36;57:59
2022-10-03T05:24:01.687541;0:36;58:36
2022-10-03T05:24:38.318339;0:39;59:16
2022-10-03T05:25:17.786866;0:37;59:53
2022-10-03T05:25:54.825490;0:38;60:31
2022-10-03T05:26:33.699362;0:39;61:11
2022-10-03T05:27:13.097302;0:40;61:52
2022-10-03T05:27:53.996577;0:39;62:32
2022-10-03T05:28:33.926336;0:41;63:13
2022-10-03T05:29:15.526628;0:46;64:0
2022-10-03T05:30:02.319840;0:42;64:42
2022-10-03T05:30:44.514173;0:40;65:22
2022-10-03T05:31:24.556229;0:38;66:1
2022-10-03T05:32:03.034342;0:40;66:41
2022-10-03T05:32:43.676523;0:38;67:20
2022-10-03T05:33:22.097864;0:38;67:58
2022-10-03T05:34:00.474009;0:38;68:37
2022-10-03T05:34:39.161518;0:42;69:19
2022-10-03T05:35:21.417494;0:42;70:2
2022-10-03T05:36:04.372798;0:40;70:42
2022-10-03T05:36:44.617136;0:40;71:23
2022-10-03T05:37:25.247491;0:41;72:4
2022-10-03T05:38:06.476521;0:41;72:46
2022-10-03T05:38:48.015011;0:45;73:31
2022-10-03T05:39:33.026175;0:43;74:15
2022-10-03T05:40:16.786029;0:38;74:53
2022-10-03T05:40:55.278274;0:39;75:33
2022-10-03T05:41:35.059133;0:39;76:12
2022-10-03T05:42:14.107989;0:39;76:52
2022-10-03T05:42:53.773973;0:39;77:31
2022-10-03T05:43:33.378640;0:58;78:30
2022-10-03T05:44:31.832698;0:50;79:20
2022-10-03T05:45:22.585243;0:45;80:6
2022-10-03T05:46:08.105205;0:42;80:49
2022-10-03T05:46:50.896695;0:42;81:31
2022-10-03T05:47:33.487088;0:44;82:16
2022-10-03T05:48:18.313178;0:43;83:0
2022-10-03T05:49:02.068942;0:43;83:43
2022-10-03T05:49:45.535748;0:46;84:29
2022-10-03T05:50:31.723781;0:44;85:14
2022-10-03T05:51:15.962814;0:45;85:59
2022-10-03T05:52:01.642448;0:45;86:45
2022-10-03T05:52:46.934805;0:44;87:30
2022-10-03T05:53:31.921917;0:45;88:15
2022-10-03T05:54:17.361918;0:45;89:0
2022-10-03T05:55:02.387427;0:45;89:45
2022-10-03T05:55:47.691824;0:44;90:30
2022-10-03T05:56:32.622477;0:45;91:16
2022-10-03T05:57:18.317567;0:42;91:59
2022-10-03T05:58:00.766803;0:41;92:40
2022-10-03T05:58:42.235612;0:40;93:21
2022-10-03T05:59:23.152849;0:45;94:6
2022-10-03T06:00:08.394177;0:56;95:3
2022-10-03T06:01:05.187301;0:56;96:0
2022-10-03T06:02:02.033976;0:50;96:51
2022-10-03T06:02:52.761711;0:46;97:37
2022-10-03T06:03:39.598743;0:49;98:27
2022-10-03T06:04:29.030629;0:48;99:15
2022-10-03T06:05:17.444854;0:46;100:2
2022-10-03T06:06:04.003001;0:49;100:52
2022-10-03T06:06:53.808333;0:46;101:38
2022-10-03T06:07:40.055565;0:45;102:23
2022-10-03T06:08:25.219580;0:46;103:10
2022-10-03T06:09:11.764104;0:45;103:55
2022-10-03T06:09:57.686109;0:44;104:40
2022-10-03T06:10:42.157262;0:51;105:31
2022-10-03T06:11:33.581066;0:45;106:17
2022-10-03T06:12:18.886965;0:45;107:3
2022-10-03T06:13:04.812397;0:48;107:52
2022-10-03T06:13:53.769566;0:49;108:41
2022-10-03T06:14:43.322426;0:49;109:30
2022-10-03T06:15:32.615505;0:48;110:19
2022-10-03T06:16:20.782033;0:47;111:6
2022-10-03T06:17:07.879463;0:48;111:54
2022-10-03T06:17:56.114608;0:52;112:46
2022-10-03T06:18:48.398565;0:49;113:36
2022-10-03T06:19:38.296000;0:50;114:27
2022-10-03T06:20:29.257604;0:45;115:13
2022-10-03T06:21:15.066806;0:49;116:2
2022-10-03T06:22:04.342500;0:49;116:51
2022-10-03T06:22:53.481805;0:43;117:35
2022-10-03T06:23:37.119872;0:46;118:21
2022-10-03T06:24:23.440724;0:46;119:8
2022-10-03T06:25:10.231080;0:45;119:54
2022-10-03T06:25:56.058670;0:47;120:41
2022-10-03T06:26:43.445471;0:46;121:28
2022-10-03T06:27:29.866032;0:45;122:13
2022-10-03T06:28:15.416967;0:45;122:58
2022-10-03T06:29:00.666150;0:50;123:49
2022-10-03T06:29:51.061999;0:43;124:33
2022-10-03T06:30:35.031867;0:43;125:17
2022-10-03T06:31:18.873447;0:43;126:0
2022-10-03T06:32:02.075698;0:44;126:44
2022-10-03T06:32:46.559396;0:45;127:29
2022-10-03T06:33:31.683371;0:46;128:16
2022-10-03T06:34:17.781899;0:45;129:2
2022-10-03T06:35:03.764098;0:44;129:46
2022-10-03T06:35:48.568456;0:47;130:34
2022-10-03T06:36:35.947792;0:43;131:17
2022-10-03T06:37:19.438939;0:43;132:1
2022-10-03T06:38:02.935721;0:47;132:48
2022-10-03T06:38:50.254321;0:44;133:32
2022-10-03T06:39:34.351590;0:47;134:20
2022-10-03T06:40:22.024605;0:46;135:6
2022-10-03T06:41:08.383307;0:45;135:52
2022-10-03T06:41:53.914874;0:46;136:38
2022-10-03T06:42:40.012285;0:48;137:26
2022-10-03T06:43:28.275653;0:49;138:16
2022-10-03T06:44:17.832990;0:49;139:5
2022-10-03T06:45:06.938729;0:44;139:49
2022-10-03T06:45:51.025059;0:47;140:37
2022-10-03T06:46:38.941126;0:48;141:25
2022-10-03T06:47:27.641593;0:48;142:14
2022-10-03T06:48:16.251623;0:50;143:4
2022-10-03T06:49:06.477012;0:49;143:54
2022-10-03T06:49:56.114928;0:51;144:45
2022-10-03T06:50:47.540122;0:44;145:30
2022-10-03T06:51:32.472096;0:48;146:18
2022-10-03T06:52:20.498048;0:48;147:6
2022-10-03T06:53:08.506488;0:49;147:56
2022-10-03T06:53:58.057807;0:55;148:51
2022-10-03T06:54:53.667797;0:49;149:41
2022-10-03T06:55:42.918505;0:52;150:33
2022-10-03T06:56:35.370122;0:49;151:23
2022-10-03T06:57:25.033778;0:47;152:10
2022-10-03T06:58:12.447804;0:46;152:57
2022-10-03T06:58:59.147108;0:49;153:46
2022-10-03T06:59:48.606717;0:50;154:37
2022-10-03T07:00:39.595546;0:51;155:29
2022-10-03T07:01:31.334067;0:54;156:24
2022-10-03T07:02:26.182587;0:49;157:14
2022-10-03T07:03:15.944596;0:50;158:5
2022-10-03T07:04:06.814085;0:56;159:1
2022-10-03T07:05:03.478551;0:50;159:52
2022-10-03T07:05:54.222452;0:47;160:40
2022-10-03T07:06:42.190580;0:49;161:30
2022-10-03T07:07:32.078455;0:49;162:19
2022-10-03T07:08:21.260322;0:48;163:8
2022-10-03T07:09:10.061805;0:50;163:58
2022-10-03T07:10:00.446174;0:48;164:47
2022-10-03T07:10:49.425318;0:51;165:39
2022-10-03T07:11:41.188781;0:48;166:27
2022-10-03T07:12:29.324117;0:46;167:14
2022-10-03T07:13:16.313875;0:46;168:1
2022-10-03T07:14:02.912578;0:51;168:52
2022-10-03T07:14:54.217018;0:51;169:44
2022-10-03T07:15:46.065640;0:47;170:31
2022-10-03T07:16:33.509935;0:48;171:20
2022-10-03T07:17:22.428758;0:50;172:11
2022-10-03T07:18:13.069018;0:47;172:58
2022-10-03T07:19:00.237235;0:49;173:47
2022-10-03T07:19:49.418318;0:49;174:37
2022-10-03T07:20:38.778521;0:49;175:26
2022-10-03T07:21:27.985182;0:49;176:15
2022-10-03T07:22:17.310053;0:49;177:5
2022-10-03T07:23:06.806385;0:47;177:52
2022-10-03T07:23:54.393666;0:51;178:44
2022-10-03T07:24:45.767983;0:49;179:33
2022-10-03T07:25:35.405019;0:47;180:20
2022-10-03T07:26:22.701153;0:46;181:7
2022-10-03T07:27:09.050982;0:50;181:57
2022-10-03T07:27:59.148022;0:49;182:46
2022-10-03T07:28:48.198526;0:46;183:33
2022-10-03T07:29:34.876896;0:47;184:20
2022-10-03T07:30:22.282752;0:48;185:9
2022-10-03T07:31:10.892906;0:47;185:57
2022-10-03T07:31:58.880778;0:51;186:48
2022-10-03T07:32:50.048450;0:51;187:39
2022-10-03T07:33:41.377040;0:52;188:31
2022-10-03T07:34:33.713671;0:53;189:25
2022-10-03T07:35:27.310428;0:54;190:19
2022-10-03T07:36:21.706548;0:53;191:13
2022-10-03T07:37:15.420962;0:53;192:7
2022-10-03T07:38:09.062766;0:50;192:58
2022-10-03T07:38:59.906903;0:54;193:52
2022-10-03T07:39:54.723242;0:51;194:44
2022-10-03T07:40:46.628666;0:56;195:41
2022-10-03T07:41:43.026360;0:54;196:35
2022-10-03T07:42:37.493209;0:54;197:30
2022-10-03T07:43:32.166892;0:51;198:22
2022-10-03T07:44:23.884402;0:56;199:18
2022-10-03T07:45:20.280079;0:54;200:12
2022-10-03T07:46:14.384798;0:52;201:5
2022-10-03T07:47:07.226440;0:57;202:2
2022-10-03T07:48:04.594043;0:56;202:58
2022-10-03T07:49:00.686105;1:0;203:59
2022-10-03T07:50:01.320001;0:53;204:53
2022-10-03T07:50:54.977193;0:52;205:46
2022-10-03T07:51:47.925553;0:52;206:38
2022-10-03T07:52:40.346197;0:52;207:30
2022-10-03T07:53:32.466995;0:53;208:24
2022-10-03T07:54:26.308725;0:55;209:19
2022-10-03T07:55:21.347174;0:55;210:15
2022-10-03T07:56:16.851377;0:52;211:7
2022-10-03T07:57:09.223548;0:52;212:0
2022-10-03T07:58:02.037725;0:56;212:56
2022-10-03T07:58:58.640676;0:54;213:51
2022-10-03T07:59:52.795908;1:0;214:51
2022-10-03T08:00:53.320786;0:59;215:50
2022-10-03T08:01:52.428378;0:55;216:46
2022-10-03T08:02:48.320367;0:55;217:42
2022-10-03T08:03:43.916344;0:58;218:40
2022-10-03T08:04:41.926613;0:57;219:37
2022-10-03T08:05:39.639679;0:56;220:34
2022-10-03T08:06:36.573995;1:0;221:34
2022-10-03T08:07:36.685987;0:55;222:30
2022-10-03T08:08:32.048502;0:57;223:27
2022-10-03T08:09:29.538723;0:59;224:26
2022-10-03T08:10:28.545888;0:57;225:23
2022-10-03T08:11:25.698749;0:59;226:23
2022-10-03T08:12:25.151554;0:58;227:21
2022-10-03T08:13:23.609354;0:57;228:19
2022-10-03T08:14:21.076495;0:58;229:17
2022-10-03T08:15:19.248716;1:0;230:18
2022-10-03T08:16:19.893996;0:57;231:15
2022-10-03T08:17:17.536455;0:58;232:14
2022-10-03T08:18:16.172875;0:59;233:14
2022-10-03T08:19:15.782677;0:59;234:13
2022-10-03T08:20:15.578773;1:2;235:16
2022-10-03T08:21:18.181331;1:4;236:20
2022-10-03T08:22:22.531581;1:1;237:22
2022-10-03T08:23:24.237979;1:0;238:22
2022-10-03T08:24:24.319074;1:4;239:27
2022-10-03T08:25:29.287547;0:59;240:26
2022-10-03T08:26:28.718299;1:5;241:32
2022-10-03T08:27:34.053717;1:3;242:35
2022-10-03T08:28:37.465131;1:4;243:40
2022-10-03T08:29:42.285299;1:8;244:49
2022-10-03T08:30:50.836426;1:5;245:55
2022-10-03T08:31:56.783836;1:1;246:56
